,GTEX-1B8KZ-0226-SM-7EWF6,GTEX-1AYD5-0226-SM-79ONV,GTEX-1AMFI-0926-SM-731E4,GTEX-1A3MV-0126-SM-731FQ,GTEX-1AX9K-0226-SM-793CM
chr4:173072802-173075600,175,27,46,0,80
chr4:173381002-173382199,41,0,62,47,76
chr4:173424602-173427200,23,18,76,60,16
chr4:173433601-173437400,39,37,0,103,113
chr4:173458001-173458200,0,31,24,48,5
chr4:173461000-173461201,29,0,45,49,55
chr4:173476883-173477260,45,32,48,54,87
chr4:173477400-173477601,11,27,8,0,8
chr4:173478367-173478601,0,0,33,57,34
chr4:173486201-173487201,22,52,38,38,57
chr4:173519096-173519570,1,0,22,17,1
chr4:173522080-173522558,0,26,0,10,60
chr4:174334600-174335400,8,18,19,27,0
chr4:176301802-176303199,0,27,8,81,27
chr4:176303401-176304400,0,105,38,57,0
chr4:176332801-176333200,49,93,158,95,76
chr4:176341401-176341800,1176,625,639,380,849
chr4:176357202-176359599,46,0,0,32,56
chr4:176382802-176384799,23,0,20,81,0
chr4:176442402-176445127,24,0,76,0,20
chr4:177427201-177427618,17,42,48,104,74
chr4:177696600-177697000,19,9,50,15,36
chr4:182870001-182870400,11,35,0,20,0
chr4:182872200-182872287,74,59,45,28,103
chr4:182874001-182875799,848,1009,876,625,788
chr4:182946001-182946800,20,16,0,0,2
chr4:183328601-183329200,10,30,93,20,0
chr4:183333802-183338199,19,16,72,0,0
chr4:183357000-183357800,11,18,0,36,0
chr4:183454601-183457000,140,116,146,32,62
chr4:183463201-183463800,17,0,15,0,65
chr4:183485401-183485600,23,17,25,19,25
chr4:183492402-183493671,15,32,17,75,0
chr4:183519601-183519800,22,11,0,0,18
chr4:183737602-183738800,14,49,24,40,29
chr4:183760201-183760401,8,9,20,20,35
chr4:184259802-184262400,23,69,66,60,0
chr4:184265823-184266389,95,101,33,103,55
chr4:184273802-184275200,144,80,76,119,43
chr4:184283136-184283666,0,33,21,10,0
chr4:184291801-184295000,43,105,101,169,19
chr4:184309401-184320199,387,604,412,806,525
chr4:184329773-184330459,0,55,12,20,56
chr4:184355208-184355557,0,17,69,10,0
chr4:184357875-184358035,38,61,46,0,34
chr4:184359801-184360401,191,630,333,382,153
chr4:184362412-184362836,0,11,84,22,57
chr4:184383500-184383880,0,0,19,38,9
chr4:184385758-184386050,100,81,61,121,80
chr4:184386340-184386501,61,121,28,70,36
chr4:184738601-184741399,12,0,17,19,76
chr4:184957160-184961399,0,20,21,40,21
chr4:185576001-185578600,0,18,19,21,0
chr4:186014801-186015800,0,36,0,38,9
chr3:486401-487200,125,18,88,141,93
chr3:851200-851600,45,0,66,76,18
chr3:856258-856578,36,155,106,32,53
chr3:891001-891400,11,9,0,0,24
chr3:4888402-4890200,45,135,0,100,6
chr3:4994293-4994642,11,18,17,0,0
chr3:5011145-5012023,0,7,33,16,0
chr3:5220601-5220800,6,10,16,6,50
chr3:5222201-5223199,153,288,252,335,285
chr3:5259601-5262399,0,30,17,41,0
chr3:11784401-11786000,33,40,0,8,0
chr3:12264801-12269399,6,0,29,18,0
chr3:12450801-12452200,23,0,69,20,19
chr3:12453001-12453400,11,8,7,26,7
chr3:12453801-12455400,45,64,54,0,51
chr3:12456601-12464999,25,398,96,136,94
chr3:12471341-12471626,0,17,37,10,12
chr3:12475802-12477199,83,119,133,5,247
chr3:13299802-13302511,12,36,13,77,37
chr3:13423601-13425799,23,0,39,0,76
chr3:13507202-13509199,23,26,0,0,19
chr3:13514127-13514424,0,0,19,37,28
chr3:13516801-13519799,26,102,0,57,26
chr3:13811602-13812400,0,76,27,1,45
chr3:14091201-14092200,88,49,0,0,52
chr3:14207802-14212199,46,0,27,59,16
chr3:14245996-14246601,45,17,0,0,18
chr3:14395802-14396600,131,81,102,78,34
chr3:14646001-14647016,74,39,65,64,90
chr3:14650790-14650815,0,0,3,3,3
chr3:14673608-14673689,8,38,17,42,64
chr3:15528202-15530999,41,34,0,0,55
chr3:15534802-15539629,0,111,18,59,66
chr3:15556563-15556888,113,13,12,0,69
chr3:15892787-15894800,24,0,76,57,0
chr3:16011401-16013200,21,35,0,41,0
chr3:16034001-16034800,10,0,47,15,28
chr3:16066719-16071199,0,141,74,54,39
chr3:16072202-16075599,0,16,17,36,0
chr3:16129402-16130999,23,37,16,41,0
chr3:16132147-16133600,143,102,57,19,29
chr3:16135602-16136800,80,242,28,78,49
chr3:16139802-16141599,16,87,29,19,0
chr3:16233201-16233800,0,0,19,53,52
chr3:16237201-16238000,0,37,10,118,151
chr3:16239001-16241400,53,373,134,296,497
chr3:16243801-16244800,14,82,19,214,84
chr3:16515878-16516205,11,48,30,0,17
chr3:17094202-17095399,34,18,35,39,14
chr3:20013201-20015801,214,56,82,42,97
chr3:20021402-20025599,81,153,32,17,141
chr3:20158558-20158837,19,0,10,40,92
chr3:23599602-23601999,89,55,73,42,17
chr3:23607401-23609600,0,66,39,20,35
chr3:23644202-23651400,0,35,18,39,0
chr3:23656801-23657200,18,35,0,0,18
chr3:23667325-23670373,36,85,93,28,45
chr3:23985601-23988400,20,6,0,7,0
chr3:23990602-23994999,0,53,22,17,16
chr3:25689001-25689999,0,18,34,24,0
chr3:25795401-25795600,18,16,31,14,1
chr3:27105201-27109200,215,189,147,97,74
chr3:27508801-27512599,0,0,9,10,18
chr3:27641401-27643999,23,167,72,98,29
chr3:27652401-27652600,0,18,0,8,7
chr3:30340602-30358599,0,328,68,24,22
chr3:30420801-30422485,37,55,19,0,10
chr3:30470401-30480799,15,50,52,42,0
chr3:30492201-30497600,24,32,48,22,0
chr3:30604224-30604350,0,6,19,6,1
chr3:30605476-30605617,23,50,70,38,32
chr3:30702601-30706199,237,832,915,322,1114
chr3:30707602-30709599,143,248,363,236,294
chr3:31209401-31216799,22,0,18,60,36
chr3:31647059-31647338,815,530,760,579,627
chr3:31649400-31649802,235,126,426,188,120
chr3:31649977-31650140,36,55,130,60,53
chr3:32374801-32376999,23,0,27,20,0
chr3:32384601-32386200,0,7,14,34,17
chr3:32515801-32518199,147,105,231,182,236
chr3:32664288-32665181,0,3,0,20,4
chr3:32777002-32777600,26,40,11,36,38
chr3:32960801-32961600,162,26,71,97,101
chr3:32963705-32964799,0,0,57,55,19
chr3:32971202-32977200,125,29,68,65,52
chr3:32992201-32993999,64,54,0,0,112
chr3:32994200-32994800,0,13,32,0,17
chr3:33108001-33108200,15,30,14,0,0
chr3:33454801-33455000,0,9,19,14,13
chr3:33788601-33793000,26,182,0,83,16
chr3:34683733-34684600,11,0,45,44,43
chr3:34687001-34687400,19,0,92,20,7
chr3:34688001-34688200,0,0,34,10,20
chr3:36813201-36814799,0,13,56,32,19
chr3:36964002-36966199,388,337,215,86,244
chr3:36969964-36970336,0,0,7,10,9
chr3:37374601-37377599,0,51,324,61,168
chr3:37380001-37380400,0,37,22,19,40
chr3:37443401-37443600,0,34,4,22,69
chr3:38256802-38259399,0,15,0,88,19
chr3:38259601-38260799,0,55,15,0,62
chr3:38263602-38265199,0,0,71,65,39
chr3:38423201-38423400,0,9,10,12,5
chr3:38425202-38428399,296,447,301,238,175
chr3:39180608-39181338,36,52,83,20,66
chr3:39207473-39211999,20,0,17,30,0
chr3:39231202-39235600,72,139,44,0,82
chr3:39239801-39244800,404,310,0,61,93
chr3:39413401-39415670,0,0,100,95,22
chr3:39756400-39758400,59,73,63,0,52
chr3:40622402-40624399,95,36,93,84,19
chr3:40624472-40624620,21,1,8,6,8
chr3:40631401-40632200,0,17,19,20,0
chr3:40864401-40865000,22,0,9,20,8
chr3:40868401-40868600,11,0,1,10,9
chr3:40886401-40887600,23,0,0,21,16
chr3:41100802-41104399,21,0,13,19,13
chr3:41173859-41177399,10,0,9,0,8
chr3:41997636-41998492,0,23,57,0,170
chr3:42002507-42002805,0,0,36,12,7
chr3:42007601-42008400,11,0,38,10,30
chr3:42387402-42389800,0,17,9,0,17
chr3:43060801-43061399,0,37,28,30,47
chr3:43062401-43062601,11,0,17,26,18
chr3:43257158-43257349,33,0,0,5,9
chr3:43736402-43737685,23,24,53,0,17
chr3:43742202-43743599,56,18,49,87,34
chr3:43743801-43744200,0,0,28,7,9
chr3:43747002-43748999,35,0,208,92,64
chr3:43752602-43762200,316,245,1477,1316,2133
chr3:44009801-44010600,16,0,19,10,0
chr3:44016401-44017201,10,37,0,24,37
chr3:44045402-44046599,23,0,35,6,0
chr3:44334202-44335000,0,0,9,4,9
chr3:44420200-44420600,34,0,64,58,383
chr3:44479401-44479600,0,18,0,10,9
chr3:45040560-45046600,45,22,115,98,37
chr3:45816401-45819999,21,74,13,14,0
chr3:46005801-46007599,0,54,18,73,53
chr3:46015402-46016399,43,0,0,20,36
chr3:46029201-46030800,0,19,30,19,0
chr3:46053401-46055000,21,87,0,49,37
chr3:46057601-46072000,0,490,36,58,89
chr3:46097752-46098921,5,18,0,19,13
chr3:46131471-46131534,9,0,16,0,8
chr3:46138201-46139200,0,105,5,0,342
chr3:46146401-46147200,20,67,65,61,186
chr3:46153601-46155600,0,19,50,0,57
chr3:46276401-46278199,96,0,9,19,94
chr3:46278602-46288000,253,34,131,178,117
chr3:46292801-46304000,67,0,14,45,13
chr3:46426001-46426200,75,230,108,182,282
chr3:46432401-46434199,209,126,539,554,262
chr3:46490600-46492400,21,59,18,97,0
chr3:46504899-46505138,25,13,16,0,33
chr3:46505401-46506800,39,68,113,64,19
chr3:46507601-46508000,39,18,48,10,14
chr3:46509600-46510400,0,32,21,20,76
chr3:46511979-46512049,11,13,0,9,0
chr3:46815401-46815600,0,0,38,11,24
chr3:46824201-46825200,22,18,0,93,31
chr3:46913201-46914399,68,16,91,35,37
chr3:47361601-47373400,17,100,60,32,73
chr3:47478801-47480200,37,8,39,45,15
chr3:47490601-47491601,545,728,393,440,445
chr3:47492201-47492600,25,56,19,9,56
chr3:47493001-47494400,173,514,331,363,290
chr3:47583601-47584400,22,4,29,76,47
chr3:48139802-48141999,42,0,0,8,8
chr3:48303201-48304200,22,29,0,0,33
chr3:48329601-48329800,8,10,0,15,57
chr3:48511201-48511600,0,8,9,0,41
chr3:48618001-48620200,0,66,0,29,76
chr3:48915400-48916000,0,0,3,38,8
chr3:49265801-49267600,145,109,331,144,56
chr3:49434401-49435600,16,54,18,24,37
chr3:49437201-49437600,0,0,33,21,1
chr3:49441001-49441800,22,0,38,32,0
chr3:49453601-49456890,0,40,4,22,57
chr3:50264679-50265100,0,8,2,4,5
chr3:50313001-50313600,262,344,227,315,258
chr3:50314401-50315000,172,157,294,332,229
chr3:50316962-50317167,27,100,60,31,20
chr3:50651202-50656400,793,1151,1685,896,986
chr3:50658600-50658801,55,130,108,86,98
chr3:50659201-50659400,45,51,56,30,44
chr3:51539429-51539854,0,13,97,114,40
chr3:51997602-51998799,0,8,6,1,7
chr3:52023944-52024216,32,18,19,19,21
chr3:52037000-52038401,0,0,19,13,19
chr3:52038801-52041800,22,0,38,61,112
chr3:52067201-52074200,157,221,17,133,157
chr3:52243804-52244082,30,70,0,24,143
chr3:52244159-52244335,16,85,9,10,76
chr3:52253324-52253609,0,10,29,0,14
chr3:52302598-52304600,176,95,315,408,115
chr3:52306801-52308600,21,28,391,251,71
chr3:52311494-52311787,31,0,14,47,0
chr3:52313784-52314174,26,45,83,47,72
chr3:52809801-52810000,0,0,9,19,13
chr3:53210401-53210800,19,9,20,20,9
chr3:53211401-53213800,79,137,57,182,218
chr3:53216802-53221000,94,117,112,154,225
chr3:53278601-53279000,15,18,0,0,18
chr3:56721201-56721800,8,0,0,20,17
chr3:56724801-56726600,45,10,112,100,94
chr3:57615401-57617000,131,153,46,49,23
chr3:57751202-57753200,17,19,12,0,24
chr3:57753801-57754200,0,6,126,12,56
chr3:57939801-57940200,45,30,0,0,18
chr3:57987401-57988385,0,0,6,40,18
chr3:58296202-58297400,16,258,205,262,196
chr3:58298201-58298400,0,31,5,75,19
chr3:58300000-58300600,22,0,0,30,10
chr3:58441602-58442399,0,9,17,20,27
chr3:58450601-58452000,23,18,0,0,6
chr3:58560401-58562199,8,4,9,0,0
chr3:61268601-61269000,22,103,9,0,26
chr3:65105801-65108400,0,0,19,21,9
chr3:65351601-65352000,0,37,35,0,18
chr3:66985201-66986400,0,18,19,0,1
chr3:67015802-67019200,0,37,38,60,16
chr3:67075601-67076200,0,0,9,20,18
chr3:67240601-67241200,170,210,210,201,169
chr3:67357684-67358399,129,80,98,78,15
chr3:71757802-71761000,23,155,382,286,1230
chr3:71768401-71769200,0,33,74,52,223
chr3:71799002-71808199,13,44,58,62,57
chr3:71808602-71814999,9,451,81,173,718
chr3:71815401-71818200,0,34,56,19,76
chr3:71840601-71845399,0,105,79,78,221
chr3:71846802-71859800,58,522,198,388,1558
chr3:72556602-72561800,0,0,26,7,19
chr3:72593601-72599400,17,0,22,23,0
chr3:72692801-72693600,22,72,0,26,18
chr3:72697201-72698800,0,19,18,0,23
chr3:72720202-72722446,23,35,105,39,19
chr3:72744001-72747201,114,11,138,139,55
chr3:78582001-78582400,82,148,28,27,108
chr3:81484601-81486400,0,52,18,75,53
chr3:87997324-87997523,11,40,13,24,18
chr3:99312801-99314400,16,11,22,4,151
chr3:99808073-99808632,15,55,19,29,13
chr3:101613001-101613800,0,0,29,56,18
chr3:101634698-101634965,0,0,10,10,28
chr3:101635602-101636943,46,18,39,0,0
chr3:101637800-101639001,23,105,77,6,109
chr3:101701801-101702238,57,64,199,177,39
chr3:101702402-101704999,291,328,997,977,707
chr3:101705551-101705872,76,27,208,111,88
chr3:101707400-101708000,208,136,437,447,128
chr3:101863401-101864000,14,0,13,51,0
chr3:102029202-102035000,43,35,0,0,21
chr3:102035802-102039600,0,18,19,20,0
chr3:102053201-102054200,11,0,2,1,0
chr3:102077202-102083199,44,189,38,0,97
chr3:104295362-104295680,11,28,0,10,0
chr3:104460402-104461799,196,0,14,17,0
chr3:104628132-104630199,21,98,36,11,18
chr3:105353974-105354459,22,116,8,0,31
chr3:105359438-105359767,21,51,13,13,30
chr3:106255778-106256618,43,142,38,67,68
chr3:106262200-106262600,48,27,137,94,34
chr3:106269001-106269600,17,2,5,6,0
chr3:107429990-107430168,8,9,0,0,14
chr3:107930202-107932399,0,16,36,0,19
chr3:107996401-107996600,37,56,9,42,3
chr3:107997401-108000035,55,54,93,35,26
chr3:108001489-108001700,22,29,19,0,0
chr3:108006256-108006312,16,6,0,7,0
chr3:108008402-108009799,23,27,39,41,0
chr3:108015001-108015400,1,15,26,7,13
chr3:108016801-108017200,42,18,19,0,0
chr3:108017401-108018000,0,37,1,10,0
chr3:108019801-108020200,0,0,19,20,16
chr3:108021249-108023400,131,259,180,195,150
chr3:108023601-108023800,0,9,77,12,22
chr3:108024001-108025200,240,268,334,272,142
chr3:108028801-108029599,784,618,1015,1097,1031
chr3:108107401-108108000,0,92,19,18,0
chr3:108108401-108109200,0,36,19,34,0
chr3:108114401-108114799,0,0,9,10,27
chr3:108123016-108123149,0,9,9,13,0
chr3:108124197-108124735,22,0,59,54,37
chr3:108152001-108154092,0,17,18,36,0
chr3:108244801-108245000,0,12,21,2,0
chr3:108535801-108536600,0,28,25,20,6
chr3:108537601-108539000,64,18,8,20,0
chr3:108859801-108860200,345,247,145,136,160
chr3:108861201-108862000,75,66,0,13,34
chr3:112364001-112366200,154,115,61,83,90
chr3:112375401-112383200,35,18,297,105,29
chr3:112423801-112424800,67,40,1887,399,536
chr3:112425141-112425533,0,0,534,76,199
chr3:112426455-112426858,0,0,372,131,101
chr3:112436801-112438037,22,0,149,41,115
chr3:112453401-112456600,23,27,162,65,107
chr3:112506602-112510599,41,38,30,43,69
chr3:112513801-112514201,14,0,9,0,57
chr3:112516201-112516800,38,31,0,58,29
chr3:112518402-112519849,0,0,58,21,34
chr3:112586401-112587600,53,96,77,83,5
chr3:112592001-112593400,16,17,215,112,0
chr3:112772402-112783400,16,13,13,0,0
chr3:113208201-113208400,33,37,25,0,18
chr3:113209201-113209400,24,65,50,4,46
chr3:113635401-113636800,318,138,199,150,208
chr3:113697189-113697777,29,112,15,56,38
chr3:119210001-119210200,32,9,69,31,67
chr3:119210801-119211000,18,18,80,31,14
chr3:119423401-119424629,421,312,135,397,271
chr3:119425748-119426316,68,81,141,59,134
chr3:119426947-119427075,26,0,11,9,20
chr3:119561201-119563399,55,16,19,0,16
chr3:119592801-119593400,17,0,38,20,0
chr3:121956201-121959800,70,118,311,215,130
chr3:121974201-121975600,18,11,42,60,19
chr3:121976001-121976200,11,4,3,0,4
chr3:121984601-121985600,0,36,29,40,0
chr3:122030201-122031200,0,14,33,0,44
chr3:122122802-122124599,465,523,397,317,590
chr3:122353202-122357600,79,0,0,17,27
chr3:122576205-122576636,54,28,40,66,61
chr3:122902201-122902800,0,18,18,20,153
chr3:123457401-123458799,0,137,8,38,59
chr3:123459601-123460599,56,91,36,82,91
chr3:124055602-124058131,0,18,54,61,0
chr3:125068601-125070800,49,66,39,143,32
chr3:125075601-125076600,0,18,1,8,0
chr3:125219202-125222399,67,19,16,0,0
chr3:125598201-125599200,79,36,0,85,37
chr3:125605402-125607000,0,0,20,32,7
chr3:125617801-125618200,40,38,5,51,23
chr3:125643201-125648800,25,27,0,7,13
chr3:125984401-125985336,46,31,39,26,53
chr3:125990299-125990647,0,30,19,17,0
chr3:126569001-126569400,22,9,0,0,56
chr3:126981958-126982450,45,21,49,0,28
chr3:127549682-127550400,60,0,48,12,0
chr3:127553601-127553800,17,0,29,8,0
chr3:127554001-127554800,28,0,119,67,0
chr3:127560004-127561000,16,0,10,17,0
chr3:128414601-128418000,0,53,12,18,16
chr3:128421201-128421801,0,5,34,87,38
chr3:128423600-128425400,43,30,0,29,17
chr3:128504831-128505659,337,773,431,237,287
chr3:128515801-128516200,201,425,215,258,228
chr3:128531801-128533515,10,87,0,100,19
chr3:128546602-128551000,65,203,67,95,54
chr3:128551601-128552999,0,95,0,51,17
chr3:128559001-128560200,23,54,44,115,89
chr3:128567146-128569399,10,82,40,61,0
chr3:128584001-128586560,0,37,126,104,19
chr3:128587601-128589200,0,42,18,93,35
chr3:128592126-128592325,0,0,5,26,18
chr3:128617677-128617988,0,8,18,31,0
chr3:128618661-128618901,34,0,21,16,0
chr3:129065401-129066400,44,114,101,148,33
chr3:129071601-129072000,11,18,0,40,0
chr3:129077200-129077401,13,34,51,56,22
chr3:129080401-129081000,0,18,19,5,9
chr3:129081601-129082600,22,0,0,2,37
chr3:129161678-129161873,20,69,55,27,33
chr3:129164801-129165000,187,111,132,97,225
chr3:129189801-129190200,0,13,28,0,8
chr3:129199201-129200200,139,102,214,158,222
chr3:129230322-129230578,2,2,8,0,3
chr3:129231444-129231632,0,6,0,10,11
chr3:129232110-129232250,0,10,15,0,6
chr3:129233498-129233905,27,155,29,105,349
chr3:129235473-129235669,41,91,20,59,282
chr3:129238991-129239228,20,31,26,33,186
chr3:129240037-129240391,68,67,123,22,279
chr3:129245512-129245844,11,0,16,28,21
chr3:129248837-129249103,43,75,77,53,28
chr3:129336401-129336600,21,0,3,0,9
chr3:129348401-129350200,35,28,0,19,0
chr3:129364401-129366600,592,176,1521,711,1568
chr3:129368601-129368800,64,165,201,35,135
chr3:129370802-129371399,113,223,220,97,29
chr3:129378602-129380199,547,1521,1394,659,796
chr3:129627488-129627647,4,2,0,0,3
chr3:129641001-129642200,0,18,38,24,56
chr3:130749601-130750000,0,7,9,0,2
chr3:131401802-131403999,23,34,11,170,19
chr3:132380802-132383200,200,137,18,65,461
chr3:132543026-132543419,0,16,19,20,9
chr3:132549402-132551800,57,55,140,104,68
chr3:132553602-132557288,77,67,140,185,225
chr3:133479425-133480999,23,0,28,30,0
chr3:133513001-133513200,21,0,5,37,21
chr3:133521601-133527599,0,51,83,40,7
chr3:133531802-133533670,11,0,19,60,0
chr3:133540002-133541999,116,182,30,219,132
chr3:133549601-133549800,15,0,17,20,0
chr3:133561401-133564399,22,18,0,77,37
chr3:134326268-134326518,0,46,71,5,16
chr3:134326852-134327208,45,17,0,0,1
chr3:134334594-134334937,0,0,17,6,18
chr3:134464056-134464419,0,21,29,8,0
chr3:134466801-134467800,0,30,36,20,37
chr3:134470602-134473399,280,296,572,353,373
chr3:134473602-134474400,121,37,108,90,67
chr3:134474802-134475200,19,104,11,0,18
chr3:134590802-134592399,31,126,46,6,0
chr3:134593801-134595999,0,69,64,38,30
chr3:135448001-135451400,386,558,834,397,534
chr3:135452601-135453400,0,18,150,52,77
chr3:135455801-135456000,0,47,26,0,22
chr3:135456200-135456653,6,9,27,28,85
chr3:135471001-135473800,20,0,71,15,0
chr3:135488801-135489400,242,239,383,51,80
chr3:135489801-135490800,360,205,226,66,274
chr3:135491601-135492400,677,1648,1208,255,784
chr3:135492601-135493000,284,585,472,195,196
chr3:135516200-135516800,31,49,111,34,26
chr3:138041602-138044399,20,20,39,19,17
chr3:138046801-138048200,81,138,19,70,171
chr3:138048994-138049800,88,67,76,0,111
chr3:138050028-138050412,19,2,28,0,19
chr3:138060001-138060600,0,32,31,52,38
chr3:138060801-138061400,21,0,0,1,9
chr3:138337201-138338200,22,0,0,1,14
chr3:138597401-138598200,0,12,19,13,72
chr3:138645919-138646518,35,46,96,41,104
chr3:138905201-138911399,9,90,15,42,77
chr3:140832201-140833600,18,8,8,0,0
chr3:141204001-141204200,0,0,8,24,22
chr3:141209001-141209200,0,0,5,32,5
chr3:141474201-141477800,37,170,41,39,44
chr3:141478001-141480000,131,206,193,97,84
chr3:141486088-141486482,1,74,19,10,0
chr3:141619201-141620400,35,24,0,0,56
chr3:141651801-141652800,20,12,0,20,18
chr3:141655935-141657600,137,174,57,124,147
chr3:141730001-141730200,11,17,0,19,17
chr3:141734001-141734400,22,118,0,0,9
chr3:141933818-141934330,16,0,0,35,9
chr3:143065001-143065400,22,23,0,20,23
chr3:143082151-143082613,18,9,9,40,9
chr3:143087601-143088000,19,0,12,35,0
chr3:143103201-143104400,17,18,19,60,0
chr3:143132602-143137200,20,72,70,18,0
chr3:143147002-143148200,91,70,18,78,0
chr3:143150801-143153200,25,137,119,198,47
chr3:143154001-143154200,48,8,0,51,0
chr3:143216201-143218999,29,0,0,7,17
chr3:143221201-143223400,0,13,19,20,0
chr3:143236001-143237799,21,17,4,0,17
chr3:143241200-143243200,0,19,20,40,19
chr3:144483001-144484400,35,49,30,38,8
chr3:146058401-146058600,0,9,24,0,9
chr3:146165408-146165694,30,28,70,42,45
chr3:146166503-146166881,13,7,31,34,43
chr3:146176201-146179800,145,223,700,371,350
chr3:146184201-146185001,130,96,173,59,213
chr3:146190000-146190600,0,19,58,15,35
chr3:146510002-146514000,3548,3179,4943,5377,4923
chr3:148754601-148760000,24,52,6,58,0
chr3:148764201-148765400,0,17,0,11,37
chr3:150227714-150228399,38,26,0,13,28
chr3:150352001-150352800,45,18,46,20,55
chr3:150362202-150363599,0,45,65,9,82
chr3:150365002-150366199,0,18,65,21,20
chr3:150385973-150386315,18,0,19,26,15
chr3:150388201-150389400,158,112,88,60,116
chr3:150389602-150390600,110,103,87,0,113
chr3:150391001-150391800,22,43,17,16,56
chr3:150394401-150395400,31,0,50,69,18
chr3:150399201-150399600,0,9,9,30,18
chr3:150472201-150473086,9,14,19,0,0
chr3:150494201-150496136,0,37,19,0,45
chr3:150497201-150497400,21,0,0,3,21
chr3:150501401-150501600,0,55,52,6,33
chr3:150504201-150505600,67,0,39,0,103
chr3:150512801-150513600,57,0,19,0,42
chr3:150518801-150519787,20,66,69,0,163
chr3:150521600-150522000,21,27,0,14,29
chr3:150538601-150539282,0,0,12,17,23
chr3:150635002-150636799,0,59,18,61,38
chr3:150733513-150733797,8,0,2,10,0
chr3:152060601-152061600,22,0,19,10,0
chr3:152197545-152197666,11,7,6,0,0
